strain_name,species,flavour1,flavour2,flavour3,prop1,val1,prop2,val2,prop3,val3,prop4,val4,prop5,val5,prop6,val6,prop7,val7,prop8,val8,prop9,val9,prop10,val10,prop11,val11,prop12,val12,prop13,val13,prop14,val14,prop15,val15
Blueberry Headband,hybrid,Blueberry,Sweet,Berry,Relaxed,100,Euphoric,98.9252029,Happy,84.68962492,Uplifted,83.57095854,Energetic,53.76178987,Stress,100,Pain,68.46753247,Depression,59.09090909,Headaches,49.32467532,Lack of Appetite,32.88311688,Dry Mouth,100,Anxious,43.52268083,Headache,20.10625255,Dry Eyes,13.89456477,Dizzy,10.29832448
Ultra Sour,sativa,Lemon,Diesel,Earthy,Happy,100,Relaxed,88.73239437,Euphoric,86.61971831,Giggly,84.50704225,Uplifted,74.64788732,Depression,100,Stress,95.08196721,Fatigue,9.836065574,Lack of Appetite,9.836065574,Dry Mouth,100,Dry Eyes,70.27027027,Anxious,39.18918919,Paranoid,21.62162162,Dizzy,17.56756757,,
Tora Bora,indica,Diesel,Earthy,Pine,Relaxed,100,Hungry,83.41207349,Happy,65.95800525,Sleepy,54.04199475,Euphoric,52.86089239,Pain,100,Muscle Spasms,72.29190422,Stress,62.82782212,Fatigue,59.97719498,Inflammation,48.46066135,Dry Mouth,100,Headache,23.20383183,Dizzy,11.60191591,Anxious,11.60191591,Dry Eyes,5.747738159
Washing Machine,indica,Earthy,Cheese,Diesel,Relaxed,100,Uplifted,80,Happy,80,Creative,60,Talkative,40,Eye Pressure,100,Headaches,100,Insomnia,100,Pain,100,Stress,100,Dry Eyes,100,Dry Mouth,100,,,,,,
Strawberry Frost,indica,Sweet,Strawberry,Tropical,Happy,100,Relaxed,90.90909091,Uplifted,81.81818182,Hungry,81.81818182,Tingly,63.63636364,Stress,100,Lack of Appetite,88.88888889,Depression,22.22222222,Headaches,22.22222222,Cramps,11.11111111,Headache,100,Dry Mouth,14.28571429,,,,,,
Presidential OG,indica,Earthy,Sweet,Pungent,Relaxed,100,Sleepy,68.23091092,Happy,35.88133512,Euphoric,27.54381558,Tingly,18.04392722,Stress,100,Pain,97.48193279,Insomnia,83.99390738,Depression,59.77249895,Headaches,52.07894481,Dry Mouth,100,Dry Eyes,65.06494029,Dizzy,25.29253287,Paranoid,7.463106679,Anxious,3.582773734
Super Silver Lights,hybrid,Sweet,Pine,Flowery,Happy,100,Creative,92.85714286,Relaxed,92.85714286,Uplifted,10.71428571,Euphoric,7.142857143,Stress,100,Muscle Spasms,8.333333333,Depression,4.166666667,Headaches,4.166666667,Inflammation,4.166666667,Dry Mouth,100,,,,,,,,
Tesla,hybrid,Pepper,Spicy/Herbal,Sage,Uplifted,100,Relaxed,100,Focused,92.5,Hungry,92.5,Creative,90,Depression,100,Stress,100,Cramps,33.33333333,Inflammation,33.33333333,Lack of Appetite,33.33333333,Dry Mouth,100,,,,,,,,
Organic Diesel,hybrid,Pungent,Flowery,Diesel,Happy,100,Uplifted,97.36842105,Euphoric,94.73684211,Relaxed,86.84210526,Tingly,73.68421053,Stress,100,Depression,62.5,Pain,62.5,Headaches,50,Insomnia,37.5,Dry Eyes,100,Dry Mouth,13.33333333,Dizzy,6.666666667,Paranoid,3.333333333,,
Mendo Breath,indica,Earthy,Sweet,Vanilla,Relaxed,100,Sleepy,62.00992435,Happy,59.26412848,Euphoric,59.23801177,Uplifted,41.51494628,Stress,100,Pain,80.39151822,Depression,63.21248716,Insomnia,61.81194097,Nausea,42.77136104,Dry Mouth,100,Dry Eyes,50.06779705,Dizzy,31.62183452,Anxious,25.83648643,Paranoid,14.94763485
Yoda OG,indica,Pine,Earthy,Tropical,Relaxed,100,Euphoric,71.80959145,Sleepy,69.59026257,Uplifted,58.42654515,Happy,46.40468722,Stress,100,Lack of Appetite,76.68608057,Pain,72.28865837,Insomnia,63.85911707,Depression,51.28028397,Dry Mouth,100,Dry Eyes,79.35278661,Dizzy,59.68054211,Paranoid,12.32194717,Anxious,10.53796155
Godfather OG,indica,Earthy,Woody,Pungent,Sleepy,100,Relaxed,97.24798128,Euphoric,63.31783034,Happy,33.72043256,Hungry,33.65623306,Stress,100,Pain,72.49939104,Insomnia,67.19812219,Depression,49.87488651,Fatigue,28.70081268,Dry Mouth,100,Dry Eyes,83.69854842,Anxious,50.70988268,Paranoid,49.87472659,Dizzy,39.79717638
Green Candy,sativa,Earthy,Sweet,Pine,Relaxed,100,Euphoric,56.21809074,Talkative,46.74886812,Hungry,45.24612272,Aroused,43.86860611,Stress,100,Depression,90.61006983,Pain,19.49650864,Fatigue,10.58434399,Lack of Appetite,8.673281882,Dry Mouth,100,Dry Eyes,83.45433703,Dizzy,80.72220099,Paranoid,1.241880015,Headache,0.993504012
Mexican,sativa,Earthy,Pungent,Woody,Euphoric,100,Happy,100,Hungry,100,Giggly,94.6835443,Relaxed,90.50632911,Fatigue,100,Lack of Appetite,40.88669951,Insomnia,35.71428571,Depression,34.48275862,Pain,33.99014778,Dry Mouth,100,Dry Eyes,93.13113292,Headache,76.6280107,Paranoid,47.27921499,Dizzy,37.46654773
Thor's Hammer,sativa,Sage,Sweet,Pungent,Creative,100,Uplifted,94.39252336,Focused,83.17757009,Sleepy,80.37383178,Hungry,80.37383178,Stress,100,Headaches,88.11881188,Depression,11.88118812,Pain,11.88118812,Fatigue,8.910891089,Dizzy,100,Dry Mouth,33.70786517,Anxious,10.11235955,Dry Eyes,6.741573034,Paranoid,6.741573034
King Louis XIII,indica,Earthy,Pine,Woody,Relaxed,100,Sleepy,77.70572244,Hungry,55.23149627,Happy,49.28865464,Euphoric,41.83427027,Stress,100,Insomnia,97.94516854,Pain,90.86556154,Depression,54.09570558,Lack of Appetite,49.43626281,Dry Mouth,100,Dry Eyes,69.29503179,Dizzy,29.26205082,Anxious,17.6699391,Headache,17.09500059
Mango Habanero,hybrid,Spicy/Herbal,Mango,Rose,Focused,100,Creative,85.71428571,Energetic,71.42857143,Euphoric,71.42857143,Happy,71.42857143,Nausea,100,Inflammation,83.33333333,Pain,83.33333333,Muscle Spasms,66.66666667,Depression,50,Dry Eyes,100,Dry Mouth,100,,,,,,
Blackberry Fire,hybrid,Berry,Blueberry,Sweet,Happy,100,Creative,66.66666667,Talkative,57.14285714,Energetic,57.14285714,Uplifted,38.0952381,Fatigue,100,Inflammation,100,Muscle Spasms,100,Nausea,100,Pain,100,Dizzy,100,Dry Eyes,100,Dry Mouth,100,,,,
A-Train,hybrid,Earthy,Pine,Sweet,Euphoric,100,Happy,68.37060703,Relaxed,54.79233227,Creative,53.99361022,Hungry,53.19488818,Stress,100,Depression,74.19354839,Pain,70.96774194,Insomnia,48.38709677,Lack of Appetite,45.16129032,Dry Mouth,100,Dry Eyes,74.8603352,Dizzy,69.27374302,Paranoid,12.5698324,Anxious,5.586592179
Conspiracy Kush,indica,Lemon,Citrus,Sweet,Relaxed,100,Happy,69.51563602,Giggly,61.16858688,Sleepy,56.21913943,Euphoric,50.92875617,Stress,100,Insomnia,89.3716059,Depression,79.07938971,Pain,64.15826222,Nausea,40.5482286,Dry Mouth,100,Dry Eyes,24.09985598,Dizzy,1.872299568,Paranoid,1.248199712,Headache,0.624099856
Blurple,hybrid,Sweet,Flowery,Berry,Relaxed,100,Euphoric,98.51485149,Happy,75.90759076,Uplifted,71.45214521,Creative,70.95709571,Stress,100,Depression,97.92147806,Nausea,64.20323326,Inflammation,62.12471132,Headaches,35.79676674,Dry Mouth,100,Dry Eyes,55.63380282,Headache,54.57746479,Dizzy,3.169014085,Paranoid,2.112676056
Jack Kush,hybrid,Sweet,Citrus,Pungent,Happy,100,Energetic,87.27272727,Giggly,81.81818182,Euphoric,27.27272727,Relaxed,23.63636364,Stress,100,Depression,90.56603774,Pain,15.09433962,Insomnia,13.20754717,Inflammation,11.32075472,Dry Eyes,100,Dry Mouth,90,Dizzy,20,Headache,10,Anxious,10
Bubblegun,hybrid,Sweet,Pepper,Mint,Happy,100,Focused,84.26966292,Aroused,68.53932584,Talkative,68.53932584,Euphoric,29.21348315,Stress,100,Pain,90.58823529,Fatigue,67.05882353,Insomnia,21.17647059,Depression,18.82352941,Dry Mouth,100,Dry Eyes,58.33333333,Headache,33.33333333,Dizzy,25,Paranoid,25
Blue Lights,indica,Blueberry,Earthy,Berry,Relaxed,100,Sleepy,99.67219695,Euphoric,76.38480064,Hungry,60.95129783,Giggly,59.0045491,Stress,100,Pain,95.24653085,Insomnia,68.80228324,Headaches,54.92569629,Nausea,37.87028836,Dry Mouth,100,Dizzy,64.31279621,Paranoid,64.31279621,Anxious,61.04265403,Dry Eyes,15.71090047
Super  Chronic,indica,Earthy,Mint,Pine,Happy,100,Relaxed,100,Sleepy,50,Euphoric,50,Focused,50,Inflammation,100,Pain,100,Insomnia,50,Nausea,50,Stress,50,Dry Mouth,100,,,,,,,,
Alien Dawg,indica,Earthy,Sage,Woody,Relaxed,100,Euphoric,94.75118603,Happy,85.14181892,Creative,70.57636015,Sleepy,51.72100535,Stress,100,Depression,80.64795565,Muscle Spasms,73.28482328,Nausea,67.13444213,Eye Pressure,55.83853084,Dry Eyes,100,Dry Mouth,99.35569873,Dizzy,78.11597423,Paranoid,73.07265052,Headache,6.509664519
Vanilluna,hybrid,Blueberry,Lavender,Honey,Relaxed,100,Sleepy,68,Happy,68,Euphoric,64,Pain,100,Stress,66.66666667,Eye Pressure,37.5,Headaches,37.5,Inflammation,4.166666667,,,,,,,,,,,,
Petrolia Headstash,indica,Pungent,Earthy,Sweet,Relaxed,100,Uplifted,88.88888889,Euphoric,88.88888889,Happy,77.77777778,Aroused,44.44444444,Stress,100,Depression,88.88888889,Pain,66.66666667,Lack of Appetite,55.55555556,Cramps,44.44444444,Dry Mouth,100,Dry Eyes,50,Anxious,50,,,,
Blackberry Cream,indica,Berry,Sweet,Blueberry,Happy,100,Relaxed,95.42715349,Hungry,66.71393123,Euphoric,57.7100319,Uplifted,53.63346331,Pain,100,Insomnia,92.77605779,Depression,87.61609907,Muscle Spasms,78.32817337,Cramps,59.23632611,Dry Eyes,100,Dry Mouth,91.75500589,Dizzy,8.244994111,Paranoid,8.244994111,,
L.A. Sunshine,hybrid,Citrus,Earthy,Spicy/Herbal,Uplifted,100,Energetic,100,Happy,100,Euphoric,66.66666667,Creative,33.33333333,Depression,100,Fatigue,100,Stress,100,,,,,,,,,,,,,,
Bright Moments,hybrid,Earthy,Pungent,Pine,Sleepy,100,Giggly,100,Happy,100,Tingly,80,Uplifted,80,Insomnia,100,Muscle Spasms,100,Pain,100,Stress,100,Dry Mouth,100,Headache,50,,,,,,,,
Sour Star Head,sativa,Sweet,Tropical,Citrus,Happy,100,Talkative,88.88888889,Energetic,88.88888889,Euphoric,88.88888889,Creative,66.66666667,Eye Pressure,100,Depression,50,Inflammation,50,Lack of Appetite,50,Stress,50,Dry Mouth,100,Dry Eyes,33.33333333,,,,,,
Hoarfrost,hybrid,Spicy/Herbal,Woody,Vanilla,Creative,100,Euphoric,100,Focused,100,Happy,100,Hungry,100,Stress,100,Depression,50,Eye Pressure,50,Fatigue,50,Nausea,50,,,,,,,,,,
Burkle,indica,Berry,Sweet,Pepper,Relaxed,100,Sleepy,83.95061728,Euphoric,83.17901235,Happy,25.61728395,Tingly,14.89197531,Insomnia,100,Pain,94.39696106,Stress,94.39696106,Lack of Appetite,92.49762583,Fatigue,80.72174739,Dry Mouth,100,Dry Eyes,20.55378062,Headache,1.064962726,,,,
Loud Dream,hybrid,Sweet,Pine,Blueberry,Focused,100,Euphoric,98.34162521,Happy,92.53731343,Hungry,15.09121061,Relaxed,14.75953566,Pain,100,Depression,98.97084048,Lack of Appetite,97.94168096,Stress,13.55060034,Inflammation,11.83533448,Dry Eyes,100,Dry Mouth,16.14785992,Dizzy,1.556420233,Paranoid,1.167315175,Headache,0.778210117
Jahwaiian,sativa,Sweet,Tropical,Earthy,Aroused,100,Creative,100,Energetic,100,Euphoric,91.66666667,Happy,91.66666667,Depression,100,Stress,100,Pain,14.28571429,Dizzy,100,Dry Eyes,100,Dry Mouth,100,Headache,100,Paranoid,100,,,,
Nuclear Cookies,hybrid,Earthy,Pine,Diesel,Relaxed,100,Tingly,80,Talkative,73.33333333,Euphoric,26.66666667,Aroused,20,Stress,100,Depression,86.66666667,Insomnia,26.66666667,Pain,26.66666667,Fatigue,13.33333333,Dry Mouth,100,Dry Eyes,7.142857143,,,,,,
Platinum GSC,hybrid,Earthy,Sweet,Pungent,Relaxed,100,Happy,74.57273638,Uplifted,72.7560842,Euphoric,71.80574851,Creative,40.61935098,Stress,100,Depression,99.11059163,Pain,68.95088701,Insomnia,68.15629643,Lack of Appetite,61.8841213,Dry Mouth,100,Dry Eyes,42.20408832,Dizzy,23.8025269,Anxious,10.81202092,Headache,7.208013949
Harmony,hybrid,Woody,Citrus,Lemon,Relaxed,100,Focused,91.33663366,Giggly,62.62376238,Talkative,57.17821782,Uplifted,39.97524752,Stress,100,Depression,76.1589404,Fatigue,54.63576159,Lack of Appetite,52.31788079,Pain,42.38410596,Dry Eyes,100,Paranoid,86.19957537,Anxious,86.19957537,Dry Mouth,21.23142251,Dizzy,15.2866242
King Kong,hybrid,Skunk,Pungent,Earthy,Happy,100,Relaxed,97.89431863,Uplifted,94.77552642,Euphoric,69.66626937,Aroused,54.19149781,Stress,100,Depression,57.90273556,Pain,32.63677812,Insomnia,25.41793313,Nausea,18.46504559,Dry Mouth,100,Dizzy,22.75510204,Paranoid,11.8877551,Anxious,11.37755102,Dry Eyes,10.20408163
IG Kush,hybrid,Sweet,Orange,Earthy,Sleepy,100,Happy,100,Relaxed,100,Tingly,50,Hungry,50,Insomnia,100,Lack of Appetite,100,Pain,100,Stress,100,Headaches,50,Dry Eyes,100,Dry Mouth,100,,,,,,
Berry White,indica,Berry,Earthy,Blueberry,Relaxed,100,Euphoric,74.84623402,Happy,72.72348593,Sleepy,54.01224761,Uplifted,52.17797272,Stress,100,Depression,84.47278127,Pain,68.99084726,Insomnia,68.22938892,Fatigue,50.60786038,Dry Mouth,100,Dry Eyes,56.56824745,Anxious,27.99363612,Paranoid,13.4037035,Dizzy,4.741203253
Le Silver Royale,hybrid,Skunk,Cheese,Woody,Uplifted,100,Euphoric,57.14285714,Happy,57.14285714,Relaxed,57.14285714,Talkative,42.85714286,Stress,100,Depression,75,Pain,25,Dry Eyes,100,,,,,,,,,,,,
Shining Silver Haze,sativa,Apple,,,Talkative,100,Uplifted,100,Relaxed,95.16129032,Euphoric,90.32258065,Hungry,90.32258065,Stress,100,Dry Mouth,100,Dry Eyes,88.88888889,,,,,,,,,,,,,,
Raw Diesel,hybrid,Earthy,Diesel,Sweet,Relaxed,100,Talkative,80.95238095,Uplifted,80.95238095,Focused,80.95238095,Happy,61.9047619,Pain,100,Stress,92.85714286,Depression,57.14285714,Nausea,50,Eye Pressure,42.85714286,Dry Mouth,100,Dizzy,62.5,Dry Eyes,62.5,,,,
Cali Kush,hybrid,Woody,Pine,Diesel,Relaxed,100,Happy,93.51316369,Hungry,80.819013,Sleepy,62.28106411,Euphoric,52.95769993,Depression,100,Lack of Appetite,61.85867053,Stress,46.88419897,Pain,46.54659149,Headaches,45.03317867,Dry Mouth,100,Dry Eyes,84.66503345,Paranoid,37.02299067,Anxious,36.59427118,Dizzy,8.09620277
Lime Haze,sativa,Lime,Sweet,Citrus,Happy,100,Uplifted,85.2365416,Euphoric,78.71125612,Creative,76.99836868,Tingly,65.33442088,Stress,100,Headaches,77.70700637,Nausea,77.70700637,Depression,73.24840764,Eye Pressure,64.33121019,Dry Eyes,100,Dizzy,89.14728682,Dry Mouth,27.13178295,Headache,5.426356589,Anxious,5.426356589
Whitaker Blues,indica,Sweet,Apple,Pear,Relaxed,100,Happy,85.71428571,Sleepy,71.42857143,Hungry,42.85714286,Uplifted,28.57142857,Stress,100,Insomnia,75,Depression,50,Pain,50,Fatigue,25,Dry Mouth,100,Dry Eyes,50,,,,,,
Buddha Haze,sativa,Sweet,Earthy,Tropical,Euphoric,100,Giggly,90.38461538,Relaxed,88.46153846,Tingly,76.92307692,Happy,71.15384615,Lack of Appetite,100,Pain,100,Fatigue,84,Muscle Spasms,76,Depression,36,Dry Mouth,100,Dry Eyes,66.66666667,Dizzy,16.66666667,Headache,16.66666667,Paranoid,16.66666667
Sweet Cheese,sativa,Cheese,Sage,Skunk,Happy,100,Euphoric,86.6276452,Relaxed,64.9707339,Sleepy,43.67402071,Giggly,40.79243584,Stress,100,Pain,76.87265918,Spasticity,56.3670412,Seizures,55.71161049,Depression,44.94382022,Dizzy,100,Dry Mouth,65.42207792,Dry Eyes,45.94155844,Anxious,31.00649351,Paranoid,20.61688312
Purple Power,sativa,Pungent,Sweet,Berry,Relaxed,100,Happy,95.55555556,Giggly,82.22222222,Focused,80,Uplifted,53.33333333,Stress,100,Lack of Appetite,56.75675676,Depression,51.35135135,Pain,48.64864865,Insomnia,45.94594595,Dry Mouth,100,Dry Eyes,80.95238095,Headache,9.523809524,Dizzy,4.761904762,,
Tangerine Power,hybrid,Citrus,Tree Fruit,Earthy,Relaxed,100,Uplifted,93.18541997,Happy,80.84672855,Tingly,79.91849672,Euphoric,52.34321938,Stress,100,Depression,59.60342146,Pain,52.79937792,Headaches,18.15707621,Fatigue,16.75738725,Dry Eyes,100,Headache,45.14255544,Dry Mouth,14.94192186,Dizzy,1.900739176,Anxious,0.950369588
Platinum OG,indica,Earthy,Woody,Pine,Relaxed,100,Sleepy,71.3168195,Happy,57.41933638,Hungry,49.92307496,Euphoric,44.87234073,Stress,100,Insomnia,75.59999786,Depression,67.95228862,Pain,66.83592491,Lack of Appetite,39.86713602,Dry Mouth,100,Dry Eyes,74.89612513,Dizzy,41.65872885,Anxious,12.45278939,Paranoid,10.44733445
Hong Kong,hybrid,Earthy,Spicy/Herbal,Flowery,Relaxed,100,Focused,97.45762712,Hungry,80.88512241,Happy,74.10546139,Energetic,73.54048964,Muscle Spasms,100,Fatigue,42.03821656,Lack of Appetite,39.17197452,Stress,19.10828025,Depression,16.24203822,Dry Mouth,100,Paranoid,54.37665782,Dry Eyes,5.570291777,Dizzy,3.183023873,Anxious,1.591511936
Tropicali,hybrid,Pineapple,Tropical,Sweet,Euphoric,100,Uplifted,92.01877934,Happy,90.61032864,Creative,88.73239437,Talkative,88.2629108,Stress,100,Pain,96.68874172,Depression,95.36423841,Eye Pressure,94.70198675,Headaches,94.70198675,Dry Mouth,100,Dry Eyes,88.95705521,Paranoid,3.067484663,Dizzy,0.613496933,Headache,0.613496933
Pot of Gold,indica,Earthy,Pungent,Woody,Relaxed,100,Uplifted,98.19569743,Happy,96.46079112,Euphoric,96.0444136,Sleepy,60.86051353,Stress,100,Pain,97.89750329,Depression,89.48751643,Insomnia,11.82654402,Cramps,9.855453351,Dry Eyes,100,Dizzy,93.52750809,Dry Mouth,27.66990291,Paranoid,2.588996764,Headache,2.265372168
Red Headed Stranger,sativa,Earthy,Spicy/Herbal,Citrus,Energetic,100,Focused,93.33399216,Happy,85.27862715,Uplifted,79.92001023,Euphoric,77.64820779,Depression,100,Stress,94.55337123,Fatigue,58.30943318,Pain,56.58340721,Muscle Spasms,36.81884549,Dry Mouth,100,Dry Eyes,81.62070965,Anxious,58.2880793,Paranoid,7.805662466,Dizzy,7.252069384
Flo OG,indica,Earthy,Pungent,Citrus,Sleepy,100,Relaxed,92.38277846,Happy,67.28255186,Euphoric,65.452327,Uplifted,65.29545058,Stress,100,Depression,87.30970366,Pain,71.737362,Headaches,53.84079024,Insomnia,53.75944218,Dry Eyes,100,Dry Mouth,63.71134021,Anxious,45.5257732,Dizzy,13.71134021,,
Sour Ape,indica,Diesel,Sweet,Grape,Relaxed,100,Energetic,91.17647059,Happy,91.17647059,Creative,82.35294118,Euphoric,82.35294118,Pain,100,Depression,66.66666667,Stress,66.66666667,Headaches,33.33333333,Lack of Appetite,33.33333333,Dry Eyes,100,Dry Mouth,100,,,,,,
Lemon Cake,sativa,Lemon,Cheese,Citrus,Uplifted,100,Happy,89.50892857,Energetic,76.5625,Euphoric,76.5625,Focused,68.08035714,Stress,100,Pain,87.83783784,Fatigue,67.56756757,Depression,61.26126126,Headaches,42.34234234,Dry Mouth,100,Dry Eyes,88.67313916,Dizzy,75.08090615,Paranoid,32.68608414,Anxious,28.15533981
Cactus Cooler,hybrid,Citrus,Lemon,Tropical,Euphoric,100,Happy,98.86363636,Relaxed,95.45454545,Uplifted,78.40909091,Talkative,22.72727273,Headaches,100,Pain,100,Stress,100,Depression,75,Nausea,75,Anxious,100,Dry Eyes,18.75,Dry Mouth,18.75,Headache,6.25,,
Ghost Ship,indica,Pine,Earthy,Lavender,Relaxed,100,Euphoric,81.13207547,Creative,60.37735849,Happy,30.18867925,Sleepy,28.30188679,Depression,100,Insomnia,90,Pain,90,Stress,40,Cramps,12,Dry Mouth,100,Dry Eyes,89.18918919,Dizzy,2.702702703,Headache,2.702702703,Paranoid,2.702702703
Pele's Fire OG,hybrid,Diesel,Earthy,Pungent,Aroused,100,Uplifted,100,Energetic,100,Sleepy,50,Tingly,50,,,,,,,,,,,,,,,,,,,,
Gabriel Sherbet,hybrid,Sweet,Citrus,Orange,Euphoric,100,Happy,92.10526316,Relaxed,92.10526316,Uplifted,76.31578947,Creative,76.31578947,Depression,100,Stress,100,Fatigue,79.31034483,Lack of Appetite,20.68965517,Headaches,10.34482759,Dizzy,100,Dry Eyes,100,Dry Mouth,15,,,,
Sour Cheese,hybrid,Cheese,Diesel,Pungent,Happy,100,Talkative,85.66695728,Creative,79.70357454,Energetic,77.87271142,Focused,60.19180471,Stress,100,Depression,95.75070822,Pain,73.93767705,Lack of Appetite,63.31444759,Headaches,47.87535411,Dry Mouth,100,Dry Eyes,26.74917909,Paranoid,13.94291488,Dizzy,12.80626421,Anxious,11.29072998
Shurman,hybrid,Pine,Citrus,Lemon,Relaxed,100,Sleepy,65.38461538,Euphoric,46.15384615,Focused,30.76923077,Happy,30.76923077,Eye Pressure,100,Pain,100,Stress,100,Headaches,78.57142857,Cramps,21.42857143,Headache,100,Dizzy,75,Dry Mouth,75,,,,
Pineapple Chunk,hybrid,Cheese,Pineapple,Skunk,Happy,100,Relaxed,80.66172563,Uplifted,78.104144,Euphoric,72.98847781,Focused,65.97457506,Stress,100,Depression,83.82798807,Muscle Spasms,80.73463082,Lack of Appetite,72.25420242,Nausea,68.17707338,Dry Mouth,100,Dry Eyes,80.16451156,Anxious,36.88501904,Paranoid,33.3617483,Dizzy,21.30845364
Richie Rich,hybrid,Sweet,Lemon,Tropical,Happy,100,Euphoric,75,Creative,50,Focused,50,Relaxed,50,Pain,100,Stress,100,Headaches,66.66666667,Cramps,33.33333333,Eye Pressure,33.33333333,Dry Mouth,100,Dry Eyes,50,,,,,,
Damn Sour,sativa,Citrus,Woody,Diesel,Hungry,100,Happy,97.43589744,Creative,94.87179487,Euphoric,94.87179487,Focused,92.30769231,Depression,100,Pain,100,Fatigue,97.36842105,Lack of Appetite,97.36842105,Stress,97.36842105,Dizzy,100,Dry Eyes,100,Dry Mouth,100,Headache,100,Paranoid,100
3rd Coast Panama Chunk,hybrid,Diesel,Citrus,Earthy,Uplifted,100,Energetic,16.66666667,Happy,16.66666667,Talkative,8.333333333,Depression,100,Pain,100,Headaches,92.30769231,Stress,92.30769231,Inflammation,84.61538462,,,,,,,,,,,,
Grapefruit Haze,sativa,Grapefruit,Earthy,Pepper,Giggly,100,Happy,87.74193548,Uplifted,78.06451613,Focused,54.83870968,Euphoric,40.64516129,Stress,100,Lack of Appetite,68.86792453,Depression,31.13207547,Pain,16.98113208,Fatigue,14.1509434,Dry Mouth,100,Paranoid,79.19075145,Dry Eyes,45.66473988,Anxious,38.7283237,Dizzy,8.670520231
Quantum Kush,sativa,Earthy,Flowery,Sweet,Happy,100,Euphoric,99.74691865,Uplifted,96.70994248,Energetic,86.97452753,Relaxed,72.82826623,Depression,100,Stress,76.84825835,Pain,69.36418955,Fatigue,53.74922141,Lack of Appetite,37.18556849,Dry Mouth,100,Dry Eyes,69.12280702,Dizzy,18.14035088,Paranoid,10.5497076,Headache,6.046783626
Secret Garden OG,indica,Flowery,Lavender,Honey,Euphoric,100,Talkative,50,Uplifted,50,Creative,50,Energetic,50,,,,,,,,,,,,,,,,,,,,
Blue Kush,hybrid,Pine,Blueberry,Earthy,Relaxed,100,Uplifted,89.3442623,Happy,82.33151184,Energetic,54.18943534,Creative,48.08743169,Stress,100,Depression,82.31404959,Pain,75.70247934,Nausea,57.19008264,Headaches,37.85123967,Dry Mouth,100,Dry Eyes,36.10271903,Dizzy,2.265861027,Anxious,2.265861027,Paranoid,1.510574018
The Wills,hybrid,Pungent,Woody,Pine,Uplifted,100,Sleepy,50,Talkative,50,Tingly,50,Creative,50,Headaches,100,,,,,,,,,,,,,,,,,,
Lemon Ice,sativa,Citrus,Lemon,Spicy/Herbal,Euphoric,100,Energetic,73.28646749,Uplifted,71.88049209,Happy,67.13532513,Creative,60.10544815,Stress,100,Depression,91.18942731,Pain,66.51982379,Fatigue,51.10132159,Headaches,33.03964758,Dry Eyes,100,Dry Mouth,58.33333333,Paranoid,41.66666667,Anxious,20.83333333,,
Grape Calyx,hybrid,Grape,Earthy,Flowery,Euphoric,100,Happy,100,Hungry,100,Creative,54.54545455,Relaxed,54.54545455,Lack of Appetite,100,Stress,100,Depression,90.90909091,Spasticity,90.90909091,Fatigue,9.090909091,Dry Mouth,100,,,,,,,,
Purple Pinecone,indica,Diesel,Citrus,Pineapple,Happy,100,Relaxed,100,Sleepy,97.5708502,Hungry,96.3562753,Giggly,82.59109312,Stress,100,Insomnia,50,Lack of Appetite,50,Dry Eyes,100,Anxious,16.42512077,Dry Mouth,1.449275362,,,,,,,,
Haze Berry,sativa,Berry,Sweet,Blueberry,Aroused,100,Talkative,98.63013699,Giggly,97.94520548,Energetic,71.91780822,Happy,70.54794521,Eye Pressure,100,Depression,12.76595745,Fatigue,12.76595745,Stress,12.76595745,Pain,10.63829787,Dry Mouth,100,Dizzy,50.50505051,Paranoid,4.04040404,Anxious,4.04040404,Dry Eyes,2.02020202
Critical Skunk,hybrid,Earthy,Skunk,,Happy,100,Relaxed,85.71428571,Creative,71.42857143,Hungry,57.14285714,Aroused,42.85714286,Pain,100,Stress,100,Insomnia,66.66666667,Cramps,33.33333333,Depression,33.33333333,Dry Mouth,100,,,,,,,,
